cuenta_id,fecha,transaccion,monto,descripcion
117,25-06-2024,deposito,2500.0,
110,03-04-2024,deposito,-100.0,
108,02-11-2024,deposito,2500.0,Ingreso extra
106,03-04-2024,retiro,2000.0,
119,13-05-2024,deposito,2000.0,Ingreso navideño
111,16-02-2024,retiro,1500.0,
104,01-10-2024,deposito,-100.0,
119,30-04-2024,compra,2500.0,Ingreso navideño
105,21-09-2024,retiro,3000.0,Ingreso navideño
102,14-02-2024,retiro,3000.0,
119,24-10-2024,depósito,1000.0,Ingreso navideño
120,16-09-2024,deposito,1500.0,Ingreso mensual
117,31-07-2024,compra,1000.0,
103,27-01-2024,retiro,2000.0,Ingreso mensual
118,26-03-2024,compra,1500.0,
115,17-10-2024,retiro,-100.0,Retiro parcial
120,01-05-2024,compra,3000.0,Retiro parcial
114,04-07-2024,compra,-100.0,
102,12-10-2024,retiro,1500.0,Ingreso mensual
110,14-01-2024,pago,1500.0,Retiro parcial
119,26-10-2024,compra,2000.0,Retiro parcial
105,07-10-2024,compra,-100.0,Ingreso navideño
111,04-11-2024,retiro,3000.0,Retiro parcial
116,06-09-2024,deposito,-100.0,Retiro parcial
109,13-02-2024,pago,-500.0,Ingreso extra
109,18-10-2024,compra,1000.0,Retiro parcial
105,12-01-2024,deposito,1000.0,Retiro parcial
103,08-12-2024,deposito,-500.0,Compra en tienda
107,18-06-2024,compra,2000.0,Retiro parcial
112,11-05-2024,pago,1500.0,Ingreso navideño
101,29-04-2024,deposito,3000.0,Ingreso extra
107,31-10-2024,retiro,-100.0,
117,21-05-2024,deposito,1500.0,Ingreso extra
119,13-02-2024,retiro,3000.0,Retiro parcial
106,26-04-2024,compra,1000.0,Ingreso extra
102,07-03-2024,retiro,2500.0,Ingreso mensual
109,10-11-2024,retiro,2500.0,
106,04-12-2024,retiro,2000.0,Ingreso extra
119,21-05-2024,compra,1000.0,Ingreso extra
116,20-08-2024,deposito,1500.0,
115,24-10-2024,retiro,1500.0,
110,19-08-2024,retiro,2500.0,Retiro parcial
119,11-09-2024,compra,2000.0,Compra en tienda
106,02-10-2024,retiro,1500.0,Compra en tienda
112,19-03-2024,depósito,1500.0,Compra en tienda
116,17-06-2024,depósito,1500.0,Ingreso navideño
119,11-02-2024,deposito,0.0,Compra en tienda
109,20-05-2024,compra,-500.0,Compra en tienda
107,26-09-2024,compra,-100.0,
111,29-06-2024,deposito,2500.0,Ingreso mensual
110,14-02-2024,deposito,2500.0,Ingreso navideño
118,12-04-2024,deposito,-100.0,Ingreso extra
115,03-11-2024,compra,1000.0,Ingreso navideño
101,11-11-2024,compra,1000.0,Ingreso navideño
105,09-09-2024,compra,-500.0,Compra en tienda
118,28-12-2024,compra,1500.0,
115,28-12-2024,deposito,2500.0,
104,09-11-2024,compra,3000.0,Ingreso mensual
113,29-02-2024,deposito,2000.0,Ingreso navideño
113,21-11-2024,retiro,1000.0,Compra en tienda
109,24-05-2024,retiro,1000.0,Retiro parcial
114,22-05-2024,compra,2000.0,Ingreso navideño
116,05-04-2024,compra,-500.0,Ingreso navideño
104,25-08-2024,deposito,1500.0,Retiro parcial
116,11-07-2024,compra,-500.0,
116,14-11-2024,deposito,2500.0,Ingreso navideño
107,31-05-2024,deposito,-100.0,Retiro parcial
117,20-04-2024,deposito,1000.0,Retiro parcial
111,26-09-2024,retiro,-500.0,Compra en tienda
110,08-07-2024,deposito,1500.0,Ingreso navideño
101,22-12-2024,deposito,2500.0,Ingreso navideño
102,08-02-2024,deposito,3000.0,Compra en tienda
117,13-01-2024,retiro,1000.0,Compra en tienda
105,10-05-2024,retiro,2500.0,Ingreso navideño
113,03-09-2024,retiro,3000.0,
104,05-11-2024,pago,2000.0,Ingreso mensual
114,23-09-2024,deposito,-100.0,Ingreso navideño
110,23-11-2024,compra,1500.0,Ingreso mensual
115,10-01-2024,deposito,-1000.0,Retiro parcial
107,16-11-2024,deposito,1500.0,Ingreso extra
113,02-09-2024,depósito,3000.0,Compra en tienda
101,26-04-2024,compra,1500.0,Ingreso extra
114,30-10-2024,retiro,0.0,Compra en tienda
102,11-05-2024,retiro,2000.0,
108,07-11-2024,retiro,2500.0,Ingreso extra
115,13-11-2024,compra,2000.0,Compra en tienda
108,20-02-2024,retiro,-100.0,Compra en tienda
102,12-08-2024,deposito,2500.0,Retiro parcial
113,11-05-2024,compra,2500.0,
101,12-06-2024,deposito,2000.0,Ingreso extra
107,21-12-2024,compra,1500.0,
115,25-10-2024,deposito,0.0,Ingreso mensual
102,17-12-2024,deposito,-100.0,Compra en tienda
109,14-07-2024,depósito,2000.0,Ingreso mensual
107,26-11-2024,depósito,-500.0,Compra en tienda
116,30-06-2024,retiro,1000.0,Ingreso extra
110,13-07-2024,deposito,3000.0,Ingreso extra
109,05-12-2024,retiro,2500.0,Ingreso mensual
115,30-04-2024,compra,2500.0,
101,22-11-2024,retiro,1000.0,
116,27-06-2024,deposito,5000.0,Ingreso navideño
114,17-11-2024,compra,-100.0,Compra en tienda
106,26-09-2024,deposito,-500.0,Ingreso extra
119,18-02-2024,pago,1000.0,Ingreso extra
108,14-11-2024,compra,3000.0,
103,29-10-2024,compra,2500.0,Ingreso navideño
106,08-06-2024,compra,2500.0,Ingreso navideño
119,18-10-2024,retiro,-100.0,Compra en tienda
118,07-10-2024,compra,3000.0,Retiro parcial
117,20-07-2024,compra,-500.0,Compra en tienda
102,24-08-2024,retiro,-500.0,Retiro parcial
103,05-07-2024,retiro,3000.0,Ingreso mensual
104,31-05-2024,retiro,1500.0,Retiro parcial
111,11-03-2024,depósito,-500.0,Ingreso extra
112,16-12-2024,compra,-100.0,Ingreso mensual
113,27-02-2024,deposito,1000.0,Ingreso mensual
104,30-08-2024,retiro,-100.0,
117,01-02-2024,retiro,-100.0,
116,14-05-2024,compra,3000.0,
108,17-07-2024,compra,3000.0,Ingreso extra
107,06-12-2024,depósito,2500.0,Retiro parcial
112,20-01-2024,retiro,5000.0,
113,09-05-2024,compra,2500.0,Ingreso mensual
118,04-04-2024,retiro,2000.0,
116,28-08-2024,deposito,2500.0,
120,12-08-2024,retiro,-500.0,
119,01-07-2024,deposito,2000.0,
108,17-07-2024,retiro,2500.0,Retiro parcial
111,18-01-2024,compra,2500.0,
116,15-09-2024,compra,3000.0,Retiro parcial
117,29-03-2024,compra,2000.0,Compra en tienda
116,28-07-2024,compra,-1000.0,Ingreso navideño
113,09-03-2024,compra,-100.0,Compra en tienda
104,17-11-2024,retiro,2000.0,Ingreso navideño
116,18-11-2024,retiro,3000.0,Ingreso extra
115,22-04-2024,compra,1500.0,Ingreso extra
108,22-09-2024,deposito,1000.0,Compra en tienda
102,24-09-2024,retiro,1500.0,Compra en tienda
111,31-10-2024,retiro,-500.0,
103,03-06-2024,compra,-100.0,Ingreso extra
114,01-09-2024,retiro,2500.0,
114,20-10-2024,compra,-100.0,Ingreso navideño
117,01-02-2024,deposito,1500.0,Ingreso mensual
120,15-04-2024,pago,1000.0,Compra en tienda
110,03-11-2024,compra,-500.0,Ingreso mensual
113,05-04-2024,deposito,1000.0,Ingreso navideño
112,06-10-2024,deposito,2000.0,Ingreso extra
115,09-02-2024,compra,0.0,
102,26-05-2024,pago,2500.0,Ingreso mensual
117,17-11-2024,depósito,3000.0,Ingreso mensual
111,27-04-2024,deposito,-100.0,Compra en tienda
112,12-01-2024,depósito,1500.0,Ingreso extra
109,20-06-2024,retiro,1000.0,Retiro parcial
105,24-05-2024,compra,3000.0,Ingreso mensual
110,11-09-2024,deposito,1000.0,Retiro parcial
104,10-08-2024,deposito,-500.0,Ingreso navideño
104,01-03-2024,retiro,-500.0,Ingreso extra
117,20-07-2024,retiro,2500.0,
107,15-01-2024,deposito,-100.0,Ingreso navideño
107,03-03-2024,retiro,1500.0,
105,13-05-2024,deposito,-100.0,Retiro parcial
119,20-08-2024,deposito,2500.0,Compra en tienda
102,28-12-2024,retiro,-500.0,Compra en tienda
114,19-02-2024,deposito,-500.0,
110,21-11-2024,retiro,-100.0,
110,10-09-2024,deposito,2500.0,
106,29-01-2024,deposito,2500.0,
119,28-10-2024,retiro,2000.0,Ingreso extra
104,24-06-2024,retiro,1000.0,
104,19-07-2024,retiro,1000.0,Compra en tienda
115,08-04-2024,compra,1000.0,Ingreso navideño
116,07-10-2024,retiro,2000.0,Compra en tienda
109,30-08-2024,deposito,3000.0,
110,23-02-2024,deposito,1000.0,Retiro parcial
112,09-11-2024,deposito,1000.0,Compra en tienda
119,11-04-2024,pago,2000.0,Ingreso extra
118,17-12-2024,deposito,2500.0,Ingreso extra
101,25-01-2024,deposito,1000.0,Ingreso extra
114,07-02-2024,retiro,3000.0,Ingreso extra
101,30-01-2024,depósito,3000.0,Compra en tienda
104,15-04-2024,compra,3000.0,Ingreso navideño
116,08-03-2024,compra,2000.0,Ingreso extra
119,04-06-2024,compra,3000.0,
109,11-09-2024,depósito,-100.0,Ingreso extra
107,02-05-2024,deposito,2500.0,Retiro parcial
102,13-08-2024,compra,5000.0,Retiro parcial
107,02-07-2024,depósito,2500.0,
118,14-11-2024,retiro,-500.0,
105,11-01-2024,pago,2500.0,Retiro parcial
118,14-03-2024,deposito,3000.0,Retiro parcial
102,04-10-2024,compra,-500.0,Retiro parcial
101,09-07-2024,retiro,-1000.0,Ingreso mensual
119,26-05-2024,compra,1000.0,Compra en tienda
119,27-10-2024,deposito,2500.0,
114,01-10-2024,compra,1500.0,Ingreso mensual
114,23-04-2024,deposito,1500.0,Compra en tienda
119,18-11-2024,retiro,3000.0,Ingreso navideño
114,09-07-2024,compra,-500.0,
102,16-07-2024,deposito,-500.0,Ingreso navideño
112,12-02-2024,retiro,2000.0,Ingreso navideño
116,15-06-2024,retiro,3000.0,Compra en tienda
111,25-01-2024,depósito,2500.0,Compra en tienda
115,05-01-2024,compra,1500.0,
117,13-09-2024,pago,1500.0,Ingreso extra
117,10-02-2024,compra,2500.0,Ingreso mensual
104,11-01-2024,retiro,1000.0,Compra en tienda
113,13-11-2024,pago,2000.0,Ingreso extra
102,11-05-2024,retiro,-100.0,Ingreso extra
111,27-12-2024,compra,-500.0,Ingreso mensual
112,30-05-2024,pago,-100.0,Ingreso navideño
117,27-03-2024,deposito,1500.0,Compra en tienda
120,02-11-2024,depósito,3000.0,Ingreso extra
106,20-07-2024,compra,2000.0,Compra en tienda
114,13-11-2024,compra,2500.0,Ingreso extra
103,23-12-2024,retiro,2500.0,
120,07-02-2024,deposito,1500.0,Retiro parcial
115,01-12-2024,pago,-100.0,Ingreso mensual
107,13-05-2024,compra,1000.0,Ingreso navideño
120,16-01-2024,compra,2000.0,
108,25-09-2024,deposito,1500.0,Ingreso extra
109,14-11-2024,deposito,1500.0,Compra en tienda
114,31-08-2024,deposito,3000.0,Ingreso mensual
113,08-09-2024,deposito,-100.0,Ingreso navideño
109,10-03-2024,deposito,3000.0,Retiro parcial
102,09-02-2024,compra,-100.0,
106,22-02-2024,compra,1000.0,Ingreso navideño
114,02-04-2024,retiro,2000.0,Ingreso mensual
105,10-07-2024,retiro,3000.0,Ingreso mensual
118,21-04-2024,deposito,-500.0,Ingreso navideño
112,08-02-2024,deposito,-500.0,
116,05-07-2024,retiro,2000.0,
115,17-09-2024,compra,2500.0,
106,15-06-2024,compra,2500.0,Ingreso navideño
114,22-10-2024,retiro,1500.0,Retiro parcial
108,17-12-2024,deposito,1000.0,Retiro parcial
119,25-09-2024,deposito,1000.0,Ingreso mensual
111,22-10-2024,depósito,3000.0,
108,17-04-2024,retiro,1500.0,Ingreso extra
112,25-08-2024,compra,2500.0,Ingreso navideño
107,24-01-2024,deposito,3000.0,Compra en tienda
111,24-06-2024,compra,1000.0,
101,20-06-2024,deposito,-100.0,
115,22-02-2024,pago,3000.0,
119,11-07-2024,deposito,2500.0,
104,08-05-2024,deposito,-100.0,
117,27-09-2024,pago,3000.0,Ingreso extra
118,08-11-2024,compra,-500.0,Ingreso navideño
120,01-09-2024,deposito,1500.0,Compra en tienda
102,14-01-2024,compra,1500.0,Retiro parcial
110,26-04-2024,compra,3000.0,Ingreso mensual
105,07-03-2024,deposito,1000.0,Ingreso extra
114,03-03-2024,compra,1500.0,Ingreso mensual
118,17-08-2024,deposito,3000.0,Ingreso mensual
116,16-07-2024,retiro,3000.0,
111,08-07-2024,compra,2500.0,Ingreso extra
105,26-04-2024,deposito,-500.0,Ingreso mensual
111,18-04-2024,compra,-100.0,Ingreso mensual
112,01-10-2024,deposito,1000.0,Retiro parcial
108,16-08-2024,deposito,-100.0,Compra en tienda
106,16-12-2024,deposito,2500.0,
107,21-04-2024,deposito,1000.0,Retiro parcial
107,14-12-2024,compra,1500.0,Retiro parcial
104,12-08-2024,deposito,1000.0,Ingreso mensual
114,30-05-2024,compra,2000.0,
117,07-08-2024,compra,3000.0,Ingreso navideño
102,09-12-2024,deposito,1500.0,Ingreso extra
118,04-12-2024,retiro,1000.0,Ingreso extra
106,22-11-2024,deposito,2500.0,Compra en tienda
108,20-12-2024,compra,-100.0,Ingreso navideño
105,29-04-2024,compra,-100.0,Ingreso mensual
103,06-05-2024,compra,2000.0,Retiro parcial
119,17-08-2024,compra,2500.0,
120,05-06-2024,compra,1000.0,Retiro parcial
110,02-07-2024,pago,2500.0,Compra en tienda
106,22-02-2024,retiro,-500.0,Compra en tienda
120,15-05-2024,retiro,-500.0,Ingreso navideño
113,11-01-2024,compra,-100.0,
117,13-06-2024,retiro,1500.0,Ingreso extra
118,30-01-2024,retiro,2500.0,Ingreso mensual
110,15-11-2024,deposito,0.0,
109,22-03-2024,depósito,1500.0,Compra en tienda
117,15-02-2024,retiro,-100.0,Compra en tienda
113,07-11-2024,compra,-500.0,Ingreso navideño
116,13-11-2024,compra,1500.0,Ingreso extra
114,29-12-2024,deposito,2000.0,Compra en tienda
104,28-07-2024,deposito,-500.0,Ingreso navideño
102,06-10-2024,retiro,-500.0,
107,01-07-2024,deposito,-100.0,Retiro parcial
105,04-01-2024,retiro,1000.0,Ingreso navideño
114,05-12-2024,retiro,1500.0,Compra en tienda
118,03-04-2024,deposito,3000.0,Compra en tienda
109,25-06-2024,deposito,2500.0,Retiro parcial
116,23-03-2024,deposito,2000.0,Compra en tienda
114,14-11-2024,deposito,-100.0,Ingreso mensual
113,04-12-2024,deposito,-500.0,
104,09-08-2024,compra,3000.0,
108,13-06-2024,compra,1000.0,Retiro parcial
105,03-08-2024,deposito,1500.0,Ingreso navideño
115,23-01-2024,compra,1000.0,Ingreso extra
109,15-05-2024,deposito,2500.0,Retiro parcial
105,11-02-2024,pago,1500.0,Retiro parcial
119,08-08-2024,compra,1000.0,
109,09-11-2024,compra,3000.0,Ingreso mensual
111,21-07-2024,retiro,1500.0,Ingreso mensual
115,17-11-2024,compra,-500.0,Ingreso extra
106,12-10-2024,compra,1500.0,Ingreso navideño
118,11-11-2024,compra,3000.0,Ingreso navideño
108,23-11-2024,retiro,1500.0,Compra en tienda
107,07-03-2024,deposito,3000.0,
112,01-06-2024,retiro,3000.0,Compra en tienda
106,26-06-2024,deposito,1000.0,Compra en tienda
111,20-06-2024,compra,-100.0,Ingreso navideño
119,20-09-2024,compra,2500.0,Retiro parcial
115,13-04-2024,depósito,3000.0,Ingreso extra
104,13-01-2024,compra,3000.0,Ingreso navideño
112,13-11-2024,deposito,-500.0,
118,12-04-2024,compra,-500.0,Compra en tienda
113,08-11-2024,compra,1500.0,
111,11-12-2024,pago,1500.0,Ingreso mensual
120,14-02-2024,deposito,2500.0,
117,25-04-2024,compra,-100.0,Retiro parcial
111,26-09-2024,retiro,1000.0,Ingreso mensual
109,27-01-2024,deposito,1000.0,Compra en tienda
111,07-06-2024,compra,1500.0,
115,24-11-2024,retiro,1500.0,
110,03-08-2024,compra,1000.0,
119,03-08-2024,compra,5000.0,Compra en tienda
115,14-02-2024,deposito,1000.0,Compra en tienda
112,09-08-2024,deposito,1500.0,Ingreso mensual
110,13-11-2024,compra,2500.0,Retiro parcial
114,08-06-2024,retiro,2000.0,
108,18-01-2024,compra,2000.0,Ingreso extra
110,09-09-2024,retiro,-100.0,Compra en tienda
103,05-06-2024,depósito,-100.0,Retiro parcial
101,16-10-2024,deposito,-100.0,Retiro parcial
120,03-04-2024,compra,2000.0,Retiro parcial
103,20-06-2024,retiro,3000.0,Ingreso mensual
104,20-10-2024,compra,1500.0,Ingreso mensual
107,19-03-2024,compra,1000.0,Ingreso extra
113,29-10-2024,deposito,2000.0,
115,22-06-2024,deposito,-500.0,Ingreso extra
101,04-08-2024,compra,2000.0,Compra en tienda
105,15-04-2024,retiro,3000.0,Ingreso navideño
112,27-12-2024,retiro,-1000.0,Ingreso navideño
115,10-03-2024,deposito,3000.0,Ingreso extra
112,23-03-2024,deposito,1000.0,Ingreso mensual
117,07-11-2024,compra,3000.0,Ingreso navideño
106,23-04-2024,compra,-500.0,Ingreso extra
114,16-04-2024,compra,1500.0,Retiro parcial
119,07-02-2024,compra,3000.0,Ingreso navideño
118,25-08-2024,deposito,-100.0,
104,04-01-2024,deposito,1000.0,Ingreso mensual
107,24-10-2024,retiro,2500.0,Ingreso navideño
119,15-12-2024,deposito,1500.0,
113,02-12-2024,deposito,2000.0,Compra en tienda
120,30-10-2024,deposito,1000.0,Ingreso navideño
110,12-04-2024,depósito,3000.0,Compra en tienda
106,28-06-2024,retiro,1500.0,Ingreso mensual
111,15-02-2024,retiro,2500.0,Compra en tienda
101,24-08-2024,compra,0.0,Compra en tienda
108,12-12-2024,compra,2000.0,Ingreso extra
104,23-10-2024,compra,-100.0,
105,29-05-2024,deposito,3000.0,Ingreso navideño
108,12-12-2024,compra,-100.0,Ingreso extra
112,20-12-2024,retiro,-500.0,Retiro parcial
119,17-02-2024,deposito,2500.0,
115,01-03-2024,retiro,1000.0,
104,03-07-2024,deposito,2000.0,Compra en tienda
104,08-01-2024,deposito,2500.0,Ingreso navideño
120,12-02-2024,compra,1500.0,Retiro parcial
118,28-04-2024,deposito,-100.0,
112,06-04-2024,compra,1500.0,Ingreso navideño
117,28-10-2024,deposito,-100.0,
120,28-07-2024,retiro,3000.0,Ingreso mensual
105,12-09-2024,deposito,2500.0,Retiro parcial
118,20-05-2024,pago,2000.0,
110,20-06-2024,retiro,-500.0,Ingreso navideño
115,25-04-2024,retiro,-100.0,Ingreso mensual
111,25-09-2024,compra,2500.0,Ingreso navideño
102,30-03-2024,compra,3000.0,
